Sample_ID,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5
0045_petal_cutout,0.044990020317692135,0.0,0.2627372169484394,0.004221915711104874,0.5395404414786368,0.14851040554412687
0046_petal_cutout,0.0005040171323706583,0.5054839064627035,0.028286031126567794,0.46565654987988353,0.0,6.94953984745058e-05
0047_petal_cutout,0.007373791699217344,0.17141769160408432,0.00015375696977072546,0.8207871571710288,0.0,0.0002676025558988371
0048_petal_cutout,0.008778305309721856,0.2355510971212903,0.023760583351371555,0.7288781623707089,0.0,0.003031851846907454
0049_petal_cutout,0.2653872526995901,0.39414287041123003,0.01604320233005325,0.16285797705053975,0.007450286612725969,0.15411841089586087
0050_petal_cutout,0.008493894735595505,0.0016042629209145891,0.284718532148067,0.012128052861302103,0.5886450780821649,0.10441017925195584
0051_petal_cutout,0.008764120610768054,0.0,0.19733088197532012,0.0009402101145593003,0.15142024265607906,0.6415445446432735
0052_petal_cutout,0.03884799220490358,5.691513157070965e-06,0.20269961921707338,0.016868713659041728,0.6178562843256452,0.12372169908017903
0053_petal_cutout,0.10515843410638322,5.884353126756112e-06,0.0890058847734377,0.004403177382564074,0.1485664665005878,0.6528601528839004
0054_petal_cutout,0.03837470360068274,1.614938669385663e-05,0.09029841080079831,0.0023533859677979017,0.12849668788246255,0.7404606623615646
0055_petal_cutout,0.0920072676417163,9.046106194049834e-07,0.08743774017411945,0.003453011810596247,0.15149638427135423,0.6656046914915944
0056_petal_cutout,0.015489920025664619,0.0,0.46699744545997435,0.0021160305244231153,0.48398432377304584,0.03141228021689205
0057_petal_cutout,0.06138184134632226,1.4718665947218275e-06,0.5708822986552733,0.014297417727808888,0.2493674653309183,0.10406950507308259
0058_petal_cutout,0.15195193211554583,0.0,0.2512141459820635,0.08229567338228196,0.2510708569396103,0.2634673915804985
0059_petal_cutout,0.2966572727035761,0.0,0.006560821415083645,5.395113239789748e-05,0.1604189436772405,0.5363090110717018
0060_petal_cutout,0.1416790729137866,0.0,0.003385110418413685,3.964517276705539e-06,0.14513319529960958,0.7097986568509135
0061_petal_cutout,0.023153962297372613,0.0,0.13276692717886004,0.00019207071473638205,0.24977744091570464,0.5941095988933263
